City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
305,Ojinaga,MX,29.5667,-104.4167,92.35,15,1,14.97,clear sky
306,Saint-Pierre,RE,-21.3393,55.4781,73.04,73,0,5.75,clear sky
307,Cayenne,GF,4.9333,-52.3333,83.08,81,40,4.0,scattered clouds
308,Vanavara,RU,60.34,102.2797,26.4,88,72,9.78,broken clouds
309,Otjiwarongo,NA,-20.4637,16.6477,69.51,10,0,16.04,clear sky
310,Areosa,PT,41.7178,-8.8571,70.25,55,59,7.2,broken clouds
311,Kailua,US,21.4022,-157.7394,87.78,64,75,18.41,broken clouds
312,Sturgeon Bay,US,44.8342,-87.377,73.09,88,1,16.11,clear sky
313,Tevaitoa,PF,-16.7833,-151.5,79.32,75,32,12.62,light rain
314,Leningradskiy,RU,69.3833,178.4167,22.95,89,100,4.92,overcast clouds
315,Taunggyi,MM,20.7833,97.0333,62.35,97,99,2.21,overcast clouds
316,Esperance,AU,-33.8667,121.9,55.24,41,100,21.32,overcast clouds
317,Alekseyevsk,RU,57.8406,108.3492,39.61,93,100,12.66,light rain
318,Airai,TL,-8.9266,125.4092,69.85,52,97,1.97,overcast clouds
319,Meridian,US,43.6121,-116.3915,68.32,37,1,1.01,clear sky
320,Tottori,JP,35.5,134.2333,77.07,73,20,9.22,few clouds
321,High Prairie,CA,55.4334,-116.4858,47.5,31,49,11.54,scattered clouds
322,Parati,BR,-23.2178,-44.7131,70.7,98,100,3.15,moderate rain
323,Codrington,AU,-38.2667,141.9667,51.67,61,83,9.51,broken clouds
324,Foumbot,CM,5.5079,10.6356,63.93,97,98,3.11,overcast clouds
325,Sinnamary,GF,5.3833,-52.95,79.9,86,94,11.23,overcast clouds
326,Coihaique,CL,-45.5752,-72.0662,53.55,62,75,3.44,light rain
327,Flagstaff,US,35.1981,-111.6513,64.89,31,1,3.0,clear sky
328,Sitka,US,57.0531,-135.33,49.89,66,40,5.75,light rain
329,Vestmannaeyjar,IS,63.4427,-20.2734,42.85,71,44,13.2,scattered clouds
330,Rambha,IN,19.5167,85.1,78.21,69,28,5.1,scattered clouds
331,Saint-Joseph,RE,-21.3667,55.6167,71.96,84,2,6.49,clear sky
332,Aden,YE,12.7794,45.0367,86.95,66,67,4.0,broken clouds
